num,date,time,track,beam,start_dt,stop_dt,central_dt,central_lat,central_lon,fname,seg_start,seg_stop,width
465,20200723,31:04.7,430,2,80742664.66,80742664.82,80742664.74,84.568,-79.836,ATL03_20200723122950_04300804_003_01.h5,56,70,140
466,20200723,31:31.5,430,3,80742691.39,80742691.57,80742691.48,86.111,-88.766,ATL03_20200723122950_04300804_003_01.h5,64,77,130
467,20200723,43:10.3,425,1,80714590.22,80714590.38,80714590.3,81.355,-107.757,ATL03_20200723043823_04250804_003_01.h5,57,64,70
468,20200723,43:10.5,425,1,80714590.46,80714590.62,80714590.54,81.34,-107.782,ATL03_20200723043823_04250804_003_01.h5,46,55,90
469,20200724,08:18.8,438,1,80788098.71,80788098.88,80788098.8,83.63,-49.648,ATL03_20200724010409_04380804_003_01.h5,52,63,110
470,20200724,16:13.9,440,3,80799373.79,80799373.97,80799373.88,85.97,-86.059,ATL03_20200724041244_04400804_003_01.h5,58,66,80
471,20200724,42:07.2,439,1,80793727.09,80793727.26,80793727.17,85.341,-65.938,ATL03_20200724023826_04390804_003_01.h5,57,69,120
472,20200725,05:24.7,459,3,80906724.62,80906724.79,80906724.71,84.344,-43.579,ATL03_20200725100412_04590804_003_01.h5,54,63,90
473,20200725,39:58.3,460,1,80912398.23,80912398.41,80912398.32,85.271,-72.262,ATL03_20200725113829_04600804_003_01.h5,62,74,120
474,20200725,42:06.2,453,2,80872926.09,80872926.27,80872926.18,85.59,-35.421,ATL03_20200725003828_04530804_003_01.h5,57,69,120
475,20200726,14:21.4,475,3,80997261.33,80997261.5,80997261.42,85.438,-66.75,ATL03_20200726111252_04750804_003_01.h5,65,73,80
476,20200726,25:13.9,470,3,80969113.79,80969113.96,80969113.87,84.9,-81.245,ATL03_20200726032125_04700804_003_01.h5,50,64,140
477,20200726,25:19.6,470,2,80969119.54,80969119.71,80969119.62,84.552,-82.459,ATL03_20200726032125_04700804_003_01.h5,45,65,200
478,20200726,25:51.0,470,1,80969150.9,80969151.06,80969150.98,82.658,-88.071,ATL03_20200726032125_04700804_003_01.h5,45,56,110
479,20200726,50:56.9,469,3,80963456.86,80963457.03,80963456.94,84.869,-57.768,ATL03_20200726014707_04690804_003_01.h5,52,62,100
480,20200727,22:49.0,491,1,81087768.87,81087769.04,81087768.96,84.805,-82.018,ATL03_20200727122130_04910804_003_01.h5,56,65,90
481,20200727,59:33.2,485,3,81053973.07,81053973.24,81053973.15,84.98,-75.153,ATL03_20200727025546_04850804_003_01.h5,50,72,220
482,20200728,33:07.4,500,3,81138787.31,81138787.55,81138787.43,87.414,-42.914,ATL03_20200728023006_05000804_003_01.h5,88,100,120
483,20200728,33:50.6,500,3,81138830.55,81138830.72,81138830.64,85.16,-68.519,ATL03_20200728023006_05000804_003_01.h5,58,68,100
484,20200728,33:53.7,500,3,81138833.61,81138833.78,81138833.7,84.982,-69.431,ATL03_20200728023006_05000804_003_01.h5,58,75,170
485,20200728,34:18.9,500,1,81138858.8,81138858.97,81138858.89,83.466,-74.553,ATL03_20200728023006_05000804_003_01.h5,57,69,120
486,20200728,59:22.0,499,1,81133161.93,81133162.11,81133162.02,85.772,-40.199,ATL03_20200728005549_04990804_003_01.h5,55,67,120
487,20200730,52:26.7,532,3,81319946.66,81319946.82,81319946.74,80.29,-116.964,ATL03_20200730044722_05320804_003_01.h5,45,60,150
488,20200731,51:21.9,546,1,81399081.81,81399081.98,81399081.9,84.426,-77.74,ATL03_20200731024725_05460804_003_01.h5,57,72,150
489,20200801,51:34.7,574,3,81557494.6,81557494.77,81557494.69,84.047,-21.065,ATL03_20200801224731_05740804_003_01.h5,63,70,70
491,20200802,25:35.9,575,1,81563135.85,81563136.02,81563135.93,84.98,-40.14,ATL03_20200802002149_05750804_003_01.h5,49,57,80
492,20200803,23:28.3,596,3,81681808.23,81681808.41,81681808.32,85.732,-46.623,ATL03_20200803092154_05960804_003_01.h5,56,70,140
493,20200806,00:36.9,639,1,81925236.83,81925237,81925236.91,83.209,-118.346,ATL03_20200806045620_06390804_003_01.h5,50,68,180
494,20200808,09:41.9,669,1,82094981.81,82094981.97,82094981.89,81.785,-110.116,ATL03_20200808040502_06690804_003_01.h5,58,65,70
495,20200808,10:02.5,669,3,82095002.43,82095002.59,82095002.51,80.523,-112.506,ATL03_20200808040502_06690804_003_01.h5,52,56,40
497,20200808,32:38.6,675,3,82128758.47,82128758.67,82128758.57,86.696,-121.637,ATL03_20200808133046_06750804_003_01.h5,62,85,230
